Dereon Seabron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derrick Jones Jr.,1.1,0.4,2.9,4.4,2.4,2.2,2.2777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.67777777777778
Derrick Rose,0.0,4.9,6.0,13.1,6.0,0.0,-0.2,1.2,0.4,3.0,-0.2,3.0,2.5,3.1,1.4,0.45555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.65555555555555
Derrick White,0.0,0.0,0.0,0.0,0.5,3.6,4.2,1.9,5.1,5.466666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.766666666666666
Desmond Bane,0.0,0.0,0.0,2.9,7.2,3.6444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.744444444444444
Devin Booker,1.9,2.0,2.4,3.5,7.5,4.9,7.6,7.744444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.54444444444445
Devin Vassell,0.0,1.5,3.3,2.9611111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.761111111111111
Devon Dotson,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
Devonte' Graham,0.0,0.0,0.0,0.0,0.5,3.4,3.4,2.8,2.9611111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.06111111111111
Dewayne Dedmon,0.0,0.0,0.0,0.0,0.0,0.6,1.7,2.4,5.2,3.7,4.0,0.1,1.1,3.5,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.35
