,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,PG,SG,SF,PF,C,Player Name
1,2022-23,24.0,WAS,NBA,SF,2.0,6.0,24.8,0.75,0.5,0.0,0.0,0.0,0.0,23.8,8.1,0.0,0.0,14.5,,0.0,0.0,0.0,0.325,,7.8,9.5,17.3,0.0,False,True,True,False,False,Jordan Schakel
2,Career,,,NBA,,6.0,36.0,3.1,0.288,0.538,0.154,6.3,18.2,12.3,4.0,2.7,0.0,6.7,18.3,,-0.1,0.0,-0.1,-0.116,,-5.9,-2.0,-7.9,-0.1,False,True,True,False,False,Jordan Schakel
0,2019-20,22.0,WAS,NBA,PF,33.0,368.0,6.1,0.502,0.663,0.163,2.0,12.4,7.0,5.3,1.0,0.9,6.6,11.9,,0.1,0.1,0.1,0.017,,-4.3,-1.2,-5.5,-0.3,False,False,True,True,False,Admiral Schofield
1,2021-22,24.0,ORL,NBA,SF,38.0,469.0,7.5,0.538,0.612,0.116,3.8,16.3,10.0,7.9,0.4,1.0,13.4,14.5,,-0.1,0.3,0.3,0.027,,-4.2,-1.2,-5.4,-0.4,False,False,True,True,False,Admiral Schofield
2,2022-23,25.0,ORL,NBA,PF,24.0,315.0,12.1,0.602,0.602,0.193,6.5,10.7,8.6,9.2,0.9,0.9,5.0,13.8,,0.6,0.2,0.8,0.126,,-1.0,-0.5,-1.5,0.0,False,False,True,True,False,Admiral Schofield
3,Career,,,NBA,,95.0,1152.0,8.3,0.546,0.625,0.152,4.0,13.5,8.7,7.4,0.7,1.0,9.1,13.5,,0.6,0.6,1.2,0.051,,-3.4,-1.0,-4.4,-0.7,False,False,True,True,False,Admiral Schofield
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True,False,Admiral Schofield
5,2 seasons,,ORL,NBA,,62.0,784.0,9.4,0.565,0.608,0.147,4.9,14.0,9.5,8.4,0.6,1.0,10.1,14.2,,0.6,0.5,1.1,0.067,,-2.9,-0.9,-3.8,-0.4,False,False,True,True,False,Admiral Schofield
6,1 season,,WAS,NBA,,33.0,368.0,6.1,0.502,0.663,0.163,2.0,12.4,7.0,5.3,1.0,0.9,6.6,11.9,,0.1,0.1,0.1,0.017,,-4.3,-1.2,-5.5,-0.3,False,False,True,True,False,Admiral Schofield
0,2013-14,20.0,ATL,NBA,PG,49.0,641.0,5.8,0.442,0.223,0.229,0.9,9.9,5.4,22.0,1.3,0.0,22.8,19.0,,-1.1,0.4,-0.7,-0.054,,-5.7,-1.6,-7.3,-0.9,True,True,False,False,False,Dennis Schröder
1,2014-15,21.0,ATL,NBA,PG,77.0,1516.0,15.7,0.516,0.223,0.269,2.3,9.9,6.2,34.6,1.7,0.2,16.8,27.0,,1.1,1.4,2.5,0.08,,-0.1,-1.2,-1.3,0.2,True,True,False,False,False,Dennis Schröder
2,2015-16,22.0,ATL,NBA,PG,80.0,1621.0,15.5,0.51,0.306,0.233,1.7,11.8,6.9,36.1,2.1,0.4,17.5,28.8,,-0.2,2.3,2.2,0.064,,-0.3,-0.4,-0.8,0.5,True,True,False,False,False,Dennis Schröder
3,2016-17,23.0,ATL,NBA,PG,79.0,2485.0,16.1,0.533,0.242,0.21,1.9,9.0,5.5,35.5,1.5,0.6,16.3,27.8,,1.2,2.5,3.7,0.071,,1.1,-1.0,0.0,1.3,True,True,False,False,False,Dennis Schröder
4,2017-18,24.0,ATL,NBA,PG,67.0,2078.0,17.3,0.515,0.229,0.231,2.4,8.8,5.6,36.2,1.7,0.2,12.7,30.4,,1.5,1.0,2.6,0.059,,1.2,-1.9,-0.6,0.7,True,True,False,False,False,Dennis Schröder
5,2018-19,25.0,OKC,NBA,PG,79.0,2314.0,12.7,0.508,0.33,0.206,1.6,11.3,6.3,20.4,1.3,0.4,12.5,24.2,,0.4,2.4,2.9,0.06,,-1.3,-0.7,-2.0,0.0,True,True,False,False,False,Dennis Schröder
6,2019-20,26.0,OKC,NBA,PG,65.0,1999.0,16.7,0.575,0.337,0.245,1.1,11.6,6.5,21.9,1.1,0.6,13.4,27.2,,1.9,1.8,3.6,0.087,,1.1,-1.1,-0.1,1.0,True,True,False,False,False,Dennis Schröder
7,2020-21,27.0,LAL,NBA,SG,61.0,1956.0,13.8,0.543,0.279,0.32,1.7,10.3,6.1,26.9,1.7,0.6,15.8,22.9,,1.0,2.7,3.8,0.093,,-1.3,0.1,-1.2,0.4,True,True,False,False,False,Dennis Schröder
8,2021-22,28.0,TOT,NBA,"PG,SG",64.0,1837.0,13.0,0.539,0.345,0.254,2.0,10.5,6.3,24.2,1.4,0.4,15.1,22.6,,1.0,1.9,2.9,0.076,,-1.5,-0.4,-1.9,0.0,True,True,False,False,False,Dennis Schröder
9,2021-22,28.0,BOS,NBA,SG,49.0,1433.0,13.5,0.543,0.329,0.248,2.2,10.0,6.2,22.0,1.4,0.3,13.8,23.1,,1.0,1.8,2.8,0.092,,-1.2,0.0,-1.2,0.3,True,True,False,False,False,Dennis Schröder
10,2021-22,28.0,HOU,NBA,PG,15.0,404.0,11.5,0.519,0.414,0.279,1.6,12.0,6.8,32.0,1.4,0.7,19.9,20.6,,0.1,0.1,0.2,0.02,,-2.5,-1.9,-4.4,-0.2,True,True,False,False,False,Dennis Schröder
11,2022-23,29.0,LAL,NBA,PG,23.0,640.0,10.1,0.557,0.36,0.294,0.7,7.1,4.0,18.7,0.9,0.1,15.2,17.3,,0.3,0.3,0.6,0.043,,-3.2,-1.3,-4.6,-0.4,True,True,False,False,False,Dennis Schröder
12,Career,,,NBA,,644.0,17087.0,14.6,0.528,0.285,0.242,1.8,10.2,6.0,28.6,1.5,0.4,15.1,25.7,,7.2,16.8,24.0,0.067,,-0.4,-0.9,-1.3,3.0,True,True,False,False,False,Dennis Schröder
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,Dennis Schröder
14,5 seasons,,ATL,NBA,,352.0,8341.0,15.4,0.516,0.247,0.231,2.0,9.7,5.9,34.6,1.7,0.4,15.9,27.8,,2.5,7.7,10.2,0.059,,0.1,-1.2,-1.1,1.9,True,True,False,False,False,Dennis Schröder
15,2 seasons,,OKC,NBA,,144.0,4313.0,14.6,0.54,0.333,0.224,1.4,11.5,6.4,21.1,1.2,0.5,12.9,25.6,,2.3,4.2,6.5,0.072,,-0.2,-0.9,-1.1,1.0,True,True,False,False,False,Dennis Schröder
16,2 seasons,,LAL,NBA,,84.0,2596.0,12.9,0.546,0.296,0.315,1.5,9.5,5.6,24.9,1.5,0.5,15.7,21.5,,1.3,3.0,4.4,0.08,,-1.8,-0.2,-2.0,0.0,True,True,False,False,False,Dennis Schröder
17,1 season,,BOS,NBA,,49.0,1433.0,13.5,0.543,0.329,0.248,2.2,10.0,6.2,22.0,1.4,0.3,13.8,23.1,,1.0,1.8,2.8,0.092,,-1.2,0.0,-1.2,0.3,True,True,False,False,False,Dennis Schröder
18,1 season,,HOU,NBA,,15.0,404.0,11.5,0.519,0.414,0.279,1.6,12.0,6.8,32.0,1.4,0.7,19.9,20.6,,0.1,0.1,0.2,0.02,,-2.5,-1.9,-4.4,-0.2,True,True,False,False,False,Dennis Schröder
0,2022-23,22.0,NOP,NBA,SG,2.0,3.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.014,,-5.9,-2.8,-8.7,0.0,False,True,False,False,False,Dereon Seabron
1,Career,,,NBA,,2.0,3.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.014,,-5.9,-2.8,-8.7,0.0,False,True,False,False,False,Dereon Seabron
0,2021-22,19.0,HOU,NBA,C,72.0,1489.0,16.0,0.552,0.223,0.442,10.1,18.9,14.5,19.1,1.9,4.1,18.8,22.0,,0.8,1.3,2.1,0.068,,-1.6,0.6,-1.0,0.4,False,False,False,False,True,Alperen Şengün
1,2022-23,20.0,HOU,NBA,C,33.0,870.0,20.9,0.612,0.076,0.394,13.3,22.2,17.7,16.3,1.2,3.4,14.9,21.7,,1.9,0.8,2.7,0.151,,1.1,0.0,1.1,0.7,False,False,False,False,True,Alperen Şengün
2,Career,,,NBA,,105.0,2359.0,17.8,0.575,0.166,0.423,11.3,20.1,15.7,18.1,1.6,3.8,17.4,21.9,,2.7,2.1,4.8,0.099,,-0.6,0.4,-0.2,1.1,False,False,False,False,True,Alperen Şengün
0,2018-19,20.0,CLE,NBA,PG,82.0,2605.0,12.0,0.52,0.245,0.211,2.3,8.0,5.0,15.3,0.8,0.2,12.3,25.2,,-0.1,-0.5,-0.6,-0.011,,-1.4,-3.3,-4.7,-1.8,True,True,False,False,False,Collin Sexton
1,2019-20,21.0,CLE,NBA,PG,65.0,2143.0,16.3,0.56,0.235,0.246,3.1,7.5,5.3,15.1,1.5,0.3,11.6,27.2,,2.1,0.4,2.5,0.057,,0.3,-2.1,-1.8,0.1,True,True,False,False,False,Collin Sexton
2,2020-21,22.0,CLE,NBA,SG,60.0,2115.0,18.0,0.573,0.239,0.347,3.0,7.0,4.9,22.6,1.4,0.4,11.6,29.7,,2.6,0.9,3.5,0.08,,1.8,-1.9,-0.2,1.0,True,True,False,False,False,Collin Sexton
3,2021-22,23.0,CLE,NBA,SG,11.0,316.0,11.2,0.523,0.298,0.258,4.6,7.9,6.3,11.9,1.6,0.0,15.6,27.9,,-0.4,0.3,-0.1,-0.009,,-3.5,-0.7,-4.1,-0.2,True,True,False,False,False,Collin Sexton
4,2022-23,24.0,UTA,NBA,SG,32.0,770.0,16.1,0.605,0.264,0.43,3.8,6.4,5.1,17.7,1.2,0.2,12.6,23.3,,1.5,0.3,1.8,0.114,,0.2,-1.6,-1.3,0.1,True,True,False,False,False,Collin Sexton
5,Career,,,NBA,,250.0,7949.0,15.1,0.554,0.244,0.279,3.0,7.4,5.1,17.3,1.2,0.3,12.1,26.9,,5.9,1.3,7.2,0.044,,0.0,-2.3,-2.4,-0.8,True,True,False,False,False,Collin Sexton
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,Collin Sexton
7,4 seasons,,CLE,NBA,,218.0,7179.0,15.0,0.55,0.242,0.266,2.9,7.5,5.1,17.3,1.2,0.3,12.0,27.2,,4.4,1.0,5.4,0.036,,-0.1,-2.4,-2.5,-0.9,True,True,False,False,False,Collin Sexton
8,1 season,,UTA,NBA,,32.0,770.0,16.1,0.605,0.264,0.43,3.8,6.4,5.1,17.7,1.2,0.2,12.6,23.3,,1.5,0.3,1.8,0.114,,0.2,-1.6,-1.3,0.1,True,True,False,False,False,Collin Sexton
0,2018-19,21.0,TOT,NBA,SG,79.0,1802.0,11.0,0.604,0.711,0.167,1.3,6.4,3.9,9.0,1.0,0.4,7.0,15.0,,2.7,0.9,3.6,0.095,,-0.3,-1.3,-1.6,0.2,False,True,False,False,False,Landry Shamet
1,2018-19,21.0,PHI,NBA,SG,54.0,1108.0,10.7,0.606,0.706,0.156,1.4,5.9,3.7,7.4,1.0,0.6,6.6,15.0,,1.6,0.6,2.2,0.096,,-0.7,-1.1,-1.9,0.0,False,True,False,False,False,Landry Shamet
2,2018-19,21.0,LAC,NBA,SG,25.0,694.0,11.3,0.601,0.719,0.186,1.1,7.3,4.3,11.5,0.9,0.2,7.7,15.0,,1.1,0.3,1.4,0.094,,0.4,-1.6,-1.2,0.1,False,True,False,False,False,Landry Shamet
3,2019-20,22.0,LAC,NBA,SG,53.0,1452.0,8.5,0.58,0.757,0.194,0.4,6.6,3.6,9.1,0.7,0.6,9.0,13.4,,1.5,1.1,2.6,0.086,,-1.8,-0.3,-2.1,0.0,False,True,False,False,False,Landry Shamet
4,2020-21,23.0,BRK,NBA,SG,61.0,1403.0,10.3,0.578,0.73,0.171,0.9,7.6,4.4,9.3,1.1,0.6,8.9,16.7,,1.2,0.6,1.8,0.063,,-1.0,-1.5,-2.4,-0.2,False,True,False,False,False,Landry Shamet
5,2021-22,24.0,PHO,NBA,SG,69.0,1437.0,10.2,0.55,0.689,0.167,1.2,8.0,4.7,9.7,0.9,0.6,7.3,16.8,,1.1,1.5,2.6,0.085,,-0.9,-0.4,-1.2,0.3,False,True,False,False,False,Landry Shamet
6,2022-23,25.0,PHO,NBA,SG,26.0,514.0,12.4,0.566,0.707,0.172,1.7,7.0,4.3,14.0,1.5,0.9,10.5,19.8,,0.5,0.3,0.9,0.082,,0.4,-0.8,-0.4,0.2,False,True,False,False,False,Landry Shamet
7,Career,,,NBA,,288.0,6608.0,10.2,0.578,0.718,0.173,1.0,7.1,4.2,9.6,1.0,0.6,8.2,15.8,,7.0,4.5,11.5,0.083,,-0.8,-0.9,-1.7,0.5,False,True,False,False,False,Landry Shamet
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,Landry Shamet
9,2 seasons,,PHO,NBA,,95.0,1951.0,10.8,0.555,0.694,0.168,1.4,7.7,4.6,10.8,1.1,0.6,8.3,17.6,,1.6,1.8,3.4,0.085,,-0.5,-0.5,-1.0,0.5,False,True,False,False,False,Landry Shamet
10,2 seasons,,LAC,NBA,,78.0,2146.0,9.4,0.587,0.744,0.191,0.7,6.8,3.8,9.8,0.7,0.5,8.6,13.9,,2.6,1.4,4.0,0.089,,-1.1,-0.7,-1.8,0.1,False,True,False,False,False,Landry Shamet
11,1 season,,BRK,NBA,,61.0,1403.0,10.3,0.578,0.73,0.171,0.9,7.6,4.4,9.3,1.1,0.6,8.9,16.7,,1.2,0.6,1.8,0.063,,-1.0,-1.5,-2.4,-0.2,False,True,False,False,False,Landry Shamet
12,1 season,,PHI,NBA,,54.0,1108.0,10.7,0.606,0.706,0.156,1.4,5.9,3.7,7.4,1.0,0.6,6.6,15.0,,1.6,0.6,2.2,0.096,,-0.7,-1.1,-1.9,0.0,False,True,False,False,False,Landry Shamet
0,2021-22,20.0,BRK,NBA,PF,32.0,391.0,20.7,0.593,0.047,0.275,23.2,21.4,22.3,6.7,1.2,3.4,15.2,21.7,,0.8,0.5,1.2,0.152,,-0.3,-2.5,-2.8,-0.1,False,False,False,True,True,Day'Ron Sharpe
1,2022-23,21.0,BRK,NBA,C,20.0,178.0,16.3,0.589,0.088,0.333,17.9,23.1,20.7,10.0,0.8,4.9,19.7,20.4,,0.2,0.3,0.5,0.126,,-2.6,-0.6,-3.2,-0.1,False,False,False,True,True,Day'Ron Sharpe
2,Career,,,NBA,,52.0,569.0,19.3,0.592,0.058,0.291,21.5,22.0,21.8,7.7,1.1,3.9,16.5,21.3,,1.0,0.7,1.7,0.144,,-1.0,-1.9,-2.9,-0.1,False,False,False,True,True,Day'Ron Sharpe
0,2022-23,19.0,POR,NBA,SG,35.0,680.0,9.9,0.543,0.369,0.123,4.7,9.7,7.3,3.3,0.9,0.8,7.8,17.3,,0.2,0.4,0.6,0.044,,-2.5,-1.6,-4.1,-0.4,False,True,False,False,False,Shaedon Sharpe
1,Career,,,NBA,,35.0,680.0,9.9,0.543,0.369,0.123,4.7,9.7,7.3,3.3,0.9,0.8,7.8,17.3,,0.2,0.4,0.6,0.044,,-2.5,-1.6,-4.1,-0.4,False,True,False,False,False,Shaedon Sharpe
0,2016-17,22.0,TOR,NBA,PF,55.0,859.0,11.5,0.523,0.034,0.156,8.4,15.9,12.2,2.9,1.5,4.5,13.1,13.1,,0.4,1.2,1.6,0.089,,-3.0,0.7,-2.4,-0.1,False,False,False,True,True,Pascal Siakam
1,2017-18,23.0,TOR,NBA,PF,81.0,1679.0,14.5,0.549,0.265,0.175,5.4,18.6,12.1,13.5,1.8,2.0,11.1,15.7,,2.1,2.5,4.7,0.133,,-0.3,1.6,1.3,1.4,False,False,False,True,True,Pascal Siakam
2,2018-19,24.0,TOR,NBA,PF,80.0,2548.0,18.7,0.628,0.226,0.32,5.4,17.5,11.6,14.6,1.4,1.7,12.5,20.8,,5.7,3.6,9.3,0.175,,1.6,0.8,2.4,2.8,False,False,False,True,True,Pascal Siakam
3,2019-20,25.0,TOR,NBA,PF,60.0,2110.0,17.9,0.554,0.331,0.274,3.3,18.3,11.0,16.4,1.4,2.5,10.7,28.1,,1.8,3.6,5.4,0.123,,1.3,0.5,1.8,2.0,False,False,False,True,True,Pascal Siakam
4,2020-21,26.0,TOR,NBA,PF,56.0,2006.0,17.7,0.547,0.256,0.313,5.0,17.6,11.1,20.5,1.5,1.8,10.6,26.3,,2.3,2.0,4.2,0.101,,1.0,-0.3,0.8,1.4,False,False,False,True,True,Pascal Siakam
5,2021-22,27.0,TOR,NBA,PF,68.0,2578.0,20.3,0.565,0.181,0.314,5.1,20.1,12.2,23.0,1.6,1.6,11.6,25.8,,4.9,3.2,8.1,0.151,,2.7,0.8,3.5,3.6,False,False,False,True,True,Pascal Siakam
6,2022-23,28.0,TOR,NBA,C,27.0,1000.0,24.0,0.581,0.216,0.441,5.1,21.6,12.8,30.5,1.3,1.2,9.6,29.0,,2.9,0.9,3.8,0.183,,5.6,0.2,5.8,2.0,False,False,False,True,True,Pascal Siakam
7,Career,,,NBA,,427.0,12780.0,18.1,0.569,0.238,0.3,5.1,18.5,11.7,17.8,1.5,2.0,11.2,23.3,,20.1,16.9,37.1,0.139,,1.4,0.6,2.1,13.1,False,False,False,True,True,Pascal Siakam
0,2017-18,21.0,PHI,NBA,PG,81.0,2732.0,20.0,0.557,0.011,0.342,5.9,19.5,13.0,37.4,2.5,2.1,19.5,22.3,,4.2,5.0,9.2,0.162,,2.0,2.5,4.5,4.5,True,False,False,False,False,Ben Simmons
1,2018-19,22.0,PHI,NBA,PG,79.0,2700.0,20.0,0.582,0.006,0.446,6.9,20.0,13.7,34.2,2.0,1.8,19.3,22.1,,4.6,3.6,8.2,0.146,,2.2,1.3,3.6,3.8,True,False,False,False,False,Ben Simmons
2,2019-20,23.0,PHI,NBA,PG,57.0,2017.0,20.4,0.602,0.011,0.461,6.2,18.2,12.2,33.8,2.9,1.4,20.4,20.9,,3.8,3.1,6.9,0.165,,1.3,2.3,3.6,2.8,True,False,False,False,False,Ben Simmons
3,2020-21,24.0,PHI,NBA,PG,58.0,1877.0,18.3,0.584,0.017,0.492,5.6,18.7,12.2,31.3,2.4,1.7,19.6,20.2,,2.7,3.3,6.0,0.153,,0.7,2.2,2.9,2.3,True,False,False,False,False,Ben Simmons
4,2022-23,26.0,BRK,NBA,PG,27.0,727.0,15.2,0.586,0.006,0.256,4.9,22.2,14.1,29.0,2.5,1.6,23.8,14.7,,0.8,1.2,2.0,0.135,,-1.2,2.6,1.4,0.6,True,False,False,False,False,Ben Simmons
5,Career,,,NBA,,302.0,10053.0,19.4,0.579,0.01,0.416,6.1,19.4,12.9,34.1,2.4,1.8,19.8,21.0,,16.2,16.2,32.4,0.155,,1.4,2.1,3.5,14.1,True,False,False,False,False,Ben Simmons
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,Ben Simmons
7,4 seasons,,PHI,NBA,,275.0,9326.0,19.8,0.579,0.011,0.425,6.2,19.2,12.9,34.5,2.4,1.8,19.6,21.5,,15.3,15.0,30.4,0.156,,1.6,2.1,3.7,13.5,True,False,False,False,False,Ben Simmons
8,1 season,,BRK,NBA,,27.0,727.0,15.2,0.586,0.006,0.256,4.9,22.2,14.1,29.0,2.5,1.6,23.8,14.7,,0.8,1.2,2.0,0.135,,-1.2,2.6,1.4,0.6,True,False,False,False,False,Ben Simmons
0,2021-22,22.0,CHI,NBA,C,9.0,35.0,10.2,0.428,0.333,0.733,16.2,16.0,16.1,0.0,1.4,2.5,9.2,27.5,,0.0,0.0,0.0,-0.011,,-6.1,-5.0,-11.1,-0.1,False,False,False,False,True,Marko Simonovic
1,2022-23,23.0,CHI,NBA,C,1.0,2.0,-19.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,,0.0,0.0,0.0,-0.538,,-18.7,-14.0,-32.7,0.0,False,False,False,False,True,Marko Simonovic
2,Career,,,NBA,,10.0,37.0,8.6,0.408,0.375,0.688,15.3,15.1,15.2,0.0,1.3,2.3,8.8,27.2,,-0.1,0.0,0.0,-0.039,,-6.8,-5.5,-12.3,-0.1,False,False,False,False,True,Marko Simonovic
0,2018-19,19.0,POR,NBA,SG,20.0,141.0,11.1,0.535,0.46,0.254,2.3,7.4,4.9,13.7,0.3,0.0,13.6,24.3,,0.0,0.0,0.1,0.02,,-1.5,-3.7,-5.3,-0.1,False,True,False,False,False,Anfernee Simons
1,2019-20,20.0,POR,NBA,SG,70.0,1449.0,9.0,0.502,0.422,0.172,1.8,9.1,5.5,9.2,0.9,0.6,9.6,18.7,,0.0,0.1,0.2,0.005,,-2.6,-1.9,-4.5,-0.9,False,True,False,False,False,Anfernee Simons
2,2020-21,21.0,POR,NBA,SG,64.0,1104.0,12.3,0.589,0.703,0.142,1.3,12.5,6.8,11.4,0.8,0.6,9.2,18.3,,1.5,0.3,1.8,0.078,,0.6,-1.6,-1.0,0.3,False,True,False,False,False,Anfernee Simons
3,2021-22,22.0,POR,NBA,SG,57.0,1681.0,15.3,0.583,0.555,0.146,1.6,8.5,4.9,22.2,0.9,0.4,11.9,24.8,,2.0,-0.1,1.9,0.055,,1.9,-2.7,-0.7,0.5,False,True,False,False,False,Anfernee Simons
4,2022-23,23.0,POR,NBA,SG,34.0,1219.0,15.9,0.58,0.558,0.165,0.9,8.5,4.8,18.1,1.1,0.6,10.2,26.4,,1.6,0.8,2.4,0.094,,1.6,-1.7,-0.1,0.6,False,True,False,False,False,Anfernee Simons
5,Career,,,NBA,,245.0,5594.0,13.1,0.564,0.548,0.159,1.5,9.4,5.4,15.6,0.9,0.5,10.6,22.3,,5.2,1.1,6.3,0.054,,0.3,-2.1,-1.7,0.4,False,True,False,False,False,Anfernee Simons
0,2021-22,23.0,NYK,NBA,PF,41.0,555.0,11.6,0.674,0.0,0.537,11.6,21.3,16.4,5.3,1.0,3.9,23.1,6.9,,0.7,0.8,1.5,0.128,,-2.8,1.1,-1.7,0.0,False,False,False,True,True,Jericho Sims
1,2022-23,24.0,NYK,NBA,C,30.0,368.0,18.1,0.804,0.0,0.156,15.5,21.4,18.4,3.8,0.8,4.4,13.9,9.1,,1.1,0.5,1.6,0.209,,0.2,0.6,0.9,0.3,False,False,False,True,True,Jericho Sims
2,Career,,,NBA,,71.0,923.0,14.2,0.74,0.0,0.331,13.2,21.4,17.2,4.7,0.9,4.1,18.7,7.8,,1.8,1.3,3.1,0.161,,-1.6,0.9,-0.7,0.3,False,False,False,True,True,Jericho Sims
0,2014-15,20.0,BOS,NBA,PG,67.0,1808.0,11.0,0.491,0.57,0.266,3.6,9.9,6.7,16.3,2.7,0.8,14.4,15.1,,0.7,2.2,2.9,0.077,,-1.9,1.5,-0.5,0.7,True,True,False,False,False,Marcus Smart
1,2015-16,21.0,BOS,NBA,PG,61.0,1667.0,11.3,0.463,0.456,0.314,4.8,11.6,8.1,15.8,2.7,0.8,11.7,17.4,,0.5,2.4,2.9,0.083,,-2.2,1.2,-1.0,0.4,True,True,False,False,False,Marcus Smart
2,2016-17,22.0,BOS,NBA,SG,79.0,2399.0,12.0,0.486,0.443,0.334,3.7,10.4,7.1,22.0,2.6,1.2,15.6,18.8,,0.5,2.7,3.2,0.064,,-1.9,0.6,-1.3,0.4,True,True,False,False,False,Marcus Smart
3,2017-18,23.0,BOS,NBA,SG,54.0,1614.0,10.8,0.479,0.483,0.258,3.0,9.8,6.4,23.7,2.2,1.2,18.4,19.4,,-0.6,2.5,1.9,0.056,,-2.1,1.0,-1.2,0.3,True,True,False,False,False,Marcus Smart
4,2018-19,24.0,BOS,NBA,SG,80.0,2200.0,13.1,0.568,0.61,0.228,2.8,8.6,5.7,19.1,3.1,1.1,16.5,14.6,,2.2,3.1,5.3,0.116,,-1.2,2.0,0.8,1.5,True,True,False,False,False,Marcus Smart
5,2019-20,25.0,BOS,NBA,SG,60.0,1919.0,13.8,0.518,0.579,0.223,2.4,10.1,6.3,21.1,2.5,1.4,12.1,18.9,,1.7,2.8,4.5,0.112,,0.0,1.4,1.4,1.6,True,True,False,False,False,Marcus Smart
6,2020-21,26.0,BOS,NBA,PG,48.0,1581.0,13.8,0.539,0.553,0.318,2.5,9.3,5.9,23.6,2.2,1.4,14.2,18.4,,1.8,1.5,3.3,0.1,,-0.4,0.2,-0.3,0.7,True,True,False,False,False,Marcus Smart
7,2021-22,27.0,BOS,NBA,PG,71.0,2296.0,13.6,0.54,0.501,0.249,2.0,10.5,6.4,25.6,2.6,0.7,16.6,18.3,,1.9,3.7,5.6,0.116,,-1.2,1.7,0.5,1.5,True,True,False,False,False,Marcus Smart
8,2022-23,28.0,BOS,NBA,PG,33.0,1094.0,12.9,0.542,0.552,0.18,2.2,8.8,5.5,29.8,2.0,0.9,17.6,16.5,,1.2,1.2,2.4,0.106,,-0.8,0.3,-0.5,0.4,True,True,False,False,False,Marcus Smart
9,Career,,,NBA,,553.0,16578.0,12.5,0.513,0.524,0.268,3.0,9.9,6.5,21.6,2.6,1.1,15.2,17.5,,10.0,22.0,31.9,0.092,,-1.3,1.2,-0.2,7.6,True,True,False,False,False,Marcus Smart
0,2017-18,20.0,DAL,NBA,PG,69.0,2049.0,12.8,0.473,0.331,0.188,2.6,11.8,7.0,29.5,1.7,0.8,14.9,28.9,,-2.4,1.7,-0.7,-0.017,,-1.2,-1.2,-2.4,-0.2,True,False,False,False,False,Dennis Smith Jr.
1,2018-19,21.0,TOT,NBA,PG,53.0,1508.0,12.3,0.502,0.32,0.24,2.2,8.7,5.5,27.3,2.1,1.1,17.6,24.8,,-1.2,1.2,0.0,0.001,,-1.6,-0.4,-1.9,0.0,True,False,False,False,False,Dennis Smith Jr.
2,2018-19,21.0,DAL,NBA,PG,32.0,908.0,11.5,0.527,0.35,0.23,2.1,9.3,5.7,24.1,2.1,1.0,20.3,23.3,,-0.7,0.9,0.2,0.01,,-2.1,0.0,-2.1,0.0,True,False,False,False,False,Dennis Smith Jr.
3,2018-19,21.0,NYK,NBA,PG,21.0,600.0,13.5,0.473,0.283,0.253,2.4,7.9,5.1,32.2,2.2,1.3,14.2,27.0,,-0.5,0.3,-0.2,-0.014,,-0.8,-0.9,-1.7,0.0,True,False,False,False,False,Dennis Smith Jr.
4,2019-20,22.0,NYK,NBA,PG,34.0,537.0,7.4,0.399,0.256,0.251,4.1,11.7,7.7,26.4,2.5,1.4,19.8,23.1,,-1.4,0.5,-0.9,-0.079,,-5.2,-0.9,-6.1,-0.6,True,False,False,False,False,Dennis Smith Jr.
5,2020-21,23.0,TOT,NBA,PG,23.0,420.0,13.6,0.492,0.4,0.179,3.1,11.5,7.3,27.8,2.7,2.9,14.3,19.0,,0.1,0.5,0.6,0.07,,-1.1,1.5,0.4,0.3,True,False,False,False,False,Dennis Smith Jr.
6,2020-21,23.0,NYK,NBA,PG,3.0,28.0,6.8,0.356,0.4,0.6,0.0,7.7,3.9,14.4,5.4,0.0,7.3,21.7,,-0.1,0.1,0.0,-0.015,,-8.5,4.7,-3.8,0.0,True,False,False,False,False,Dennis Smith Jr.
7,2020-21,23.0,DET,NBA,PG,20.0,392.0,14.1,0.504,0.4,0.148,3.4,11.8,7.5,28.8,2.5,3.1,14.8,18.8,,0.1,0.5,0.6,0.076,,-0.6,1.3,0.7,0.3,True,False,False,False,False,Dennis Smith Jr.
8,2021-22,24.0,POR,NBA,PG,37.0,638.0,13.2,0.474,0.143,0.339,3.3,12.2,7.6,30.5,3.4,1.9,19.0,18.2,,-0.1,0.5,0.4,0.031,,-2.8,1.2,-1.7,0.1,True,False,False,False,False,Dennis Smith Jr.
